[-0.14612	0.09668753	-0.6063288	-0.5689724	-0.17954993	-0.2744766	0.20354931	-0.21654004	-0.5703557	0.037782125	-0.12894009	-0.3626077	0.11422637	0.077765	-0.12809066	-0.30085874	-0.09113411	-0.3980298	-0.15613788	0.36484316	-0.41737574	-0.62944514	5.5962737E-4	-0.6220889	0.3669425	-0.2598871	0.38327298	0.1555705	0.036953885	0.08647978	0.041945208	-0.105625734	0.19027075	-0.13366032	-1.9725E-4	0.25224274	-0.65222085	0.30497772	-0.12225784	0.67017716	0.21073054	-0.13791625	-0.025285358	0.06191246	0.19389044	0.21373715	-0.4367856	0.15152219	-0.07891991	-0.35534167	-0.14522253	0.051873744	0.044548873	0.3353558	0.06153985	-0.3660068	-0.58091	0.102637045	-0.25313756	-0.7214482	0.09615391	0.3169737	-0.087426536	0.49743313]
[0.0935906	0.02027159	0.07822084	-0.101586945	-0.0022974636	0.5904327	0.21259286	-0.47139063	0.22504354	0.3580719	0.6079307	0.5993109	-0.11629645	-0.27993825	-0.21150327	-0.81082654	0.28588635	0.36026704	-0.13974924	-0.1960608	0.031135688	0.15259776	-0.058380194	-0.59842074	0.13087353	-0.47567204	-0.12003298	0.28517014	-0.9089208	-0.6967823	0.0324252	0.0071570757	0.11018511	0.5096139	0.24872987	0.31794754	-0.51659435	-0.55201966	0.44552118	0.10187514	-1.0510136	-0.46257615	-0.3456182	0.10191566	-0.6670489	-0.22630516	0.21811786	0.11525081	0.22294353	-0.4532851	0.43761933	-0.123168886	0.08748292	0.009385118	-0.07408194	0.003635711	-0.029224081	0.08213144	0.3617145	0.21712908	0.24222714	0.031403	0.14139427	-0.21735953]
[0.8859381	0.44241238	0.9829816	1.0821812	-0.61379	-0.93191123	-0.3560129	0.61706007	-0.9543392	0.04586183	-0.5359806	0.62730134	0.48409897	0.0010147312	-0.41826156	0.56901294	0.08680531	0.5744567	0.80405	0.30572528	-0.11426799	0.15799029	-0.026506223	-0.1883319	0.3600897	0.18020557	-0.47682968	0.5298158	-0.009297975	0.16473658	0.30998048	-0.10507687	-0.3588851	-0.6023509	-0.3878124	0.90959275	0.5747745	-0.654164	1.1816313	-0.5809464	-0.4315811	-0.9896554	-0.26065552	1.0991175	0.11082835	-0.19169103	0.5260541	0.08068326	-0.025830114	-0.6218097	-0.0043351515	-0.76143676	-0.33655083	-0.62402195	-0.15167984	0.3140868	0.7243072	-0.6574546	-0.16514611	-0.5515867	0.021615297	0.16132705	0.2684538	0.42717782]
[-0.41911268	-0.10650357	-0.35550594	-0.69076455	-1.1126082	0.107463	-0.23828955	-0.1263838	-0.4396024	-0.015590821	-0.49467742	-0.16218926	0.50383115	0.08055464	-0.29947895	0.5386677	0.9058315	-0.4763213	-0.3092682	-0.007651879	0.22926888	0.23383589	-0.18663964	0.40179566	-0.40463972	-0.3744239	0.413338	-0.23627478	0.29875752	0.25511128	0.03883488	-0.04422189	-0.20731981	-0.8117013	0.09549486	0.86842245	-0.18767142	0.91701	-0.5776659	0.2787587	0.26246703	0.303135	-0.14800622	0.19668014	0.007905351	-0.029170776	-0.52959526	0.6100872	0.2193504	0.54152995	-0.23438975	-0.04098053	0.2903412	0.30558813	-0.06638907	0.0756592	-0.6936731	0.03447302	0.36141646	-0.55613387	-0.2937306	0.09842441	-0.5113449	-0.19553256]
[-0.093580045	-0.24727216	0.5088251	0.28116608	-0.13638811	0.13799779	-0.3971193	-0.8668993	0.16486304	0.2898824	0.30800393	-0.1597053	0.20297846	-0.57549614	-8.9362747E-4	-0.022624204	0.05615449	-0.50194	-0.44801491	-0.10303896	-0.43922946	0.40211487	-0.35227934	0.22182232	-0.712471	-0.42617577	-0.3393932	0.6671926	-0.0065275007	0.07330273	-0.88593554	0.13327028	0.5787954	0.014240357	0.33361533	0.5488494	0.18947756	-0.03886487	-0.34902716	0.02296407	0.4328884	0.7745656	-0.6419214	-0.6406549	-0.27191827	-0.25144672	-0.22077215	-0.50066733	-0.7674269	-0.1865796	0.10428394	-0.4400633	0.5451323	-0.22080301	-0.39947265	0.215032	-0.3093828	-0.17459847	0.17771594	0.41995698	0.39105603	-0.034033492	0.0031665862	-0.20719549]
[-0.012805536	0.0488199	-0.087135404	0.8859771	-0.18905324	-0.23865046	-0.0889213	-0.13367052	0.7332275	0.49241796	0.2207034	0.44073787	-0.009050185	0.20464478	-0.2234406	-0.21275689	-0.20772344	-0.07348264	-1.0466706	-0.39270094	0.016915735	-0.6878373	0.36633104	0.6732502	0.22662297	-0.48295054	-0.061407346	-0.8553112	-0.36657506	0.4392892	-0.36053112	-0.009884807	0.62531537	-0.14892498	0.033982508	-0.44533658	0.31127483	-0.18427673	0.25866193	-0.3441012	0.9883132	-0.2661727	0.37064037	-0.42113453	0.10662225	0.4007728	0.062726565	0.4930532	-0.36343354	-0.19330245	-0.5304949	-0.47207072	-1.2841878	-0.13752584	0.045379944	0.42652422	0.3636476	0.10017941	0.21688893	0.3710752	0.06154663	0.009281494	-0.16539586	-0.6380892]
[0.5135785	-0.6095986	0.32039943	0.71027863	0.274516	-0.43997014	-0.14602108	0.24580532	0.46138775	-0.005987636	-0.12814441	0.803463	0.28304237	-0.59358156	0.28592014	-0.07687972	0.4215688	-0.18120182	0.096126534	0.3576739	0.26413432	0.1966252	0.6866858	0.24182568	-0.13908711	-0.07382222	-0.34768227	-0.04121938	0.33666977	0.23383531	0.22164428	-0.1809573	-0.22718106	-0.87382436	-0.7179824	0.021729486	-0.14135227	-0.16632684	-0.09849289	0.09077166	-0.04210901	0.032830555	-0.12813118	0.49187115	-0.014012722	-0.019503292	0.33516234	0.22765864	-0.66015434	0.7906198	-0.29092768	-0.45258626	0.18033028	0.02661933	0.6619233	-7.0936093E-4	-0.267356	-1.043341	-0.043230213	0.72708625	0.27479532	-0.24653399	-0.18043458	0.26064116]
[0.34758225	-0.19902202	-0.040752932	0.004761408	0.09466533	0.6462887	0.26484057	-0.09929244	-0.1293884	0.15298475	-0.16290715	0.6140852	0.04648348	-0.28390288	0.21031454	0.35803947	0.0941993	0.4550448	0.4019224	0.29112396	-0.16253667	0.1916845	-0.18014593	-0.4262411	-0.26355708	0.022353197	0.212329	0.11081416	-0.12860517	-0.8255957	-0.31274575	0.12559424	0.22543836	-0.67475176	0.12621385	0.28509882	0.1142788	-0.07359651	-0.040793788	0.43599603	-0.21165945	0.64278406	0.53682524	0.43533573	-0.116478756	0.79285085	-0.10108212	-0.66527694	-0.14023438	-0.30775148	0.5298797	-0.14984408	0.16829614	-1.1126329	0.02789826	0.25792098	0.68859434	-0.6344564	-0.5885032	-0.51654154	0.7865429	-0.658899	0.46422076	-0.14749373]
[0.1411408	-0.22584166	-0.08064856	0.0048482106	0.3717251	0.16017379	0.26367006	0.8691012	-0.33476916	-0.043340847	-0.1832949	0.3593913	0.40867925	-0.49843577	0.32697362	-0.72474873	-0.97345185	0.30255866	0.6029656	0.6399703	0.18899575	0.15472765	-0.6120806	-0.3354249	-0.23405337	-0.4875436	-0.06392375	-0.090816066	0.24212044	-0.0764169	1.0925312	0.22609532	-0.36349615	0.47900775	0.22003034	0.21357912	1.1842756	-0.24438275	0.94187343	0.005190629	0.4844187	0.17903493	0.32739148	0.33117107	-0.38168857	0.33680665	0.27624536	-0.03989351	-0.43767735	0.09865578	0.07761046	1.0363582	-0.4010137	0.5343277	-0.25012836	-0.5636039	-0.08948731	0.035418697	0.5556804	-0.021549858	-0.21081597	-0.12241033	-0.17864344	0.21174555]
[-0.09002813	0.15809979	-0.15951128	0.09233291	0.33158797	0.28698346	0.15688282	0.23429725	-0.19283584	0.120989874	-0.24157166	0.11385753	0.23539181	-0.11082329	0.1306138	-0.28221405	-0.3492587	0.26724407	-0.22964734	-0.100111336	0.091336384	-0.18580832	0.2789496	0.14263041	-0.37622792	-0.046115894	-0.051178366	-0.16507903	-0.06385454	-0.39272156	0.29196817	-0.20031011	-0.28229904	0.27393255	0.25069234	0.16385148	0.30669498	-0.22483623	0.22804837	-0.12608717	0.15313831	-0.13059461	0.14568801	0.1702888	0.11984145	-0.28901005	0.27799714	-0.27481377	-0.057309825	-0.18721242	-0.15095438	0.120927274	-0.42486444	0.047822513	0.42770562	0.00613579	-0.005465781	-0.047899123	-0.0974607	-0.114327654	0.027298907	0.36604217	0.07787389	0.33757636]
